Sale Date,Client ID,Sale ID,Item name,Batch #,Sales Notes,Location,Notes,Color,Size,Item price (excluding tax),Quantity,Subtotal (excluding tax),Discount %,Discount amount,Tax,Item Total,Total Paid w/ Payment Method,Payment Method
3/23/2025,100002154,4642,Golfzon 18 Holes - 2 Pax,---,,Golf - experience,,---,---,24,1,24,0,0,2.16,26.16,26.16,Credit card (Visa/MC-Keyed)
3/23/2025,100002154,4639,Golfzon 18 Holes - 2 Pax,---,,Golf - experience,,---,---,24,1,24,0,0,2.16,26.16,26.16,Credit card (Visa/MC-Keyed)
3/23/2025,100002154,4661,Golfzon 18 Holes - 2 Pax,---,,Golf - experience,,---,---,24,1,24,0,0,2.16,26.16,26.16,Credit card (Visa/MC-Keyed)
3/23/2025,100000747,4671,10 Lesson Pack (Jiali Khee.),---,,Golf - experience,,---,---,180,1,180,0,0,16.2,196.2,196.2,Credit card (Visa/MC-Keyed)
3/23/2025,100002927,4658,Group Trial Paul,---,,Golf - experience,,---,---,36,1,36,0,0,3.24,39.24,39.24,Credit card (Visa/MC-Keyed)
3/23/2025,100002823,4654,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/23/2025,100002850,4652,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/23/2025,100002848,4647,90 Mins practice,---,,Golf - experience,,---,---,12,1,12,0,0,1.08,13.08,13.08,Credit card (Visa/MC-Keyed)
3/23/2025,100002200,4670,20 Lesson Pack (Jasper Park),---,,Online Store,,---,---,340.00,1,340.00,0,0,30.6,370.60,370.60,Credit card (Visa/MC-Keyed)
3/23/2025,100002847,4646,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/23/2025,100002855,4669,Trial Lesson w/ Jasper ,---,,Online Store,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/23/2025,100002846,4645,1 Club Rental,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/23/2025,100002846,4645,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/23/2025,100002846,4645,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/23/2025,100001436,4665,10 Lesson Pack (Jasper  Park),---,,Golf - experience,,---,---,180,1,180,0,0,16.2,196.2,196.2,Credit card (Visa/MC-Keyed)
3/23/2025,100001436,4666,Trial Lesson w/ Jasper,---,,Golf - experience,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/23/2025,1,4640,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/23/2025,1,4650,Sparkling Water,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/23/2025,1,4657,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/23/2025,1,4668,Mineral Water,---,,Golf - experience,,---,---,0.4,2,0.8,0,0,0.072,0.872,0.872,Credit card (Visa/MC-Keyed)
3/23/2025,100000096,4656,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/23/2025,100002839,4649,10 Lesson Pack (Kim On You),---,,Golf - experience,,---,---,180,1,180,0,0,16.2,196.2,196.2,Credit card (Visa/MC-Keyed)
3/23/2025,100002839,4649,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,2,3.2,2.592,31.392,31.392,Credit card (Visa/MC-Keyed)
3/23/2025,100002853,4660,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Misc. (Paynow/Bank Transfer)
3/23/2025,100002154,4648,Golfzon 18 Holes - 3 Pax,---,,Golf - experience,,---,---,36,1,36,0,0,3.24,39.24,39.24,Misc. (Paynow/Bank Transfer)
3/24/2025,100002860,4694,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (AMEX-Keyed)
3/24/2025,100002662,4677,25 Practice Credits,---,,Golf - experience,,---,---,75,1,75,0,0,6.75,81.75,81.75,Credit card (AMEX-Keyed)
3/24/2025,100001363,4693,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (AMEX-Keyed)
3/24/2025,100002479,4676,SKA Group Class,---,,Golf - experience,,---,---,40,1,40,0,0,3.6,43.6,43.6,Credit card (AMEX-Keyed)
3/24/2025,100002861,4690,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (AMEX-Keyed)
3/24/2025,100002447,4674,25 Practice Credits,---,,Golf - experience,,---,---,75,1,75,0,0,6.75,81.75,81.75,Credit card (Visa/MC-Keyed)
3/24/2025,100002858,4682,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/24/2025,100002154,4691,Golfzon 9 Holes - 1 Pax,---,,Golf - experience,,---,---,14,1,14,0,0,1.26,15.26,15.26,Credit card (Visa/MC-Keyed)
3/24/2025,100002154,4691,Club set rental,---,,Golf - experience,,---,---,2,1,2,0,0,0.18,2.18,2.18,Credit card (Visa/MC-Keyed)
3/24/2025,100000113,4687,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/24/2025,100001941,4675,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/24/2025,100001973,4680,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/24/2025,100002476,4692,Mineral Water ,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/24/2025,100002857,4689,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/24/2025,100002857,4678,Trial Lesson W/ Jiali Khee,---,,Online Store,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/24/2025,100002855,4686,Trial Lesson W/ Paul F,---,,Online Store,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/24/2025,100002609,4684,100+,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/24/2025,100002752,4679,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/24/2025,100000544,4695,Coke Zero,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/24/2025,100002859,4685,Trial Lesson w/ Jasper ,---,,Online Store,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/24/2025,100002116,4688,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/24/2025,100002221,4683,5 Weeks Junior Program,---,,Golf - experience,,---,---,90,1,90,0,0,8.1,98.1,98.1,Misc. (Paynow/Bank Transfer)
3/24/2025,100001873,4681,5 Weeks Junior Program,---,"Will be missing 1 class, 20% Discount given",Golf - experience,,---,---,90,1,90,4,18,6.48,78.48,78.48,Misc. (Paynow/Bank Transfer)
3/25/2025,100002545,4722,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (AMEX-Keyed)
3/25/2025,1,4717,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (AMEX-Keyed)
3/25/2025,1,4714,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (AMEX-Keyed)
3/25/2025,1,4714,Sparkling Water,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (AMEX-Keyed)
3/25/2025,100000164,4698,10 Lesson Pack  (Johnson Poh),---,,Golf - experience,,---,---,180,1,180,0,0,16.2,196.2,196.2,Credit card (Visa/MC-Keyed)
3/25/2025,100000164,4698,50 Practice Credits,---,,Golf - experience,,---,---,140,1,140,2,14,11.34,137.34,137.34,Credit card (Visa/MC-Keyed)
3/25/2025,100000971,4716,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/25/2025,100000201,4700,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/25/2025,100002463,4713,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/25/2025,100001983,4710,1 month storage,---,,Golf - experience,,---,---,6,1,6,0,0,0.54,6.54,6.54,Credit card (Visa/MC-Keyed)
3/25/2025,100002154,4703,Golfzon 18 Holes - 2 Pax,---,,Golf - experience,,---,---,24,1,24,0,0,2.16,26.16,26.16,Credit card (Visa/MC-Keyed)
3/25/2025,100002154,4720,Golfzon 9 Holes - 2 Pax,---,,Golf - experience,,---,---,16,1,16,0,0,1.44,17.44,17.44,Credit card (Visa/MC-Keyed)
3/25/2025,100002154,4699,Golfzon 18 Holes - 3 Pax,---,,Golf - experience,,---,---,36,1,36,0,0,3.24,39.24,39.24,Credit card (Visa/MC-Keyed)
3/25/2025,100002154,4697,Golfzon 18 Holes - 2 Pax,---,,Golf - experience,,---,---,24,1,24,0,0,2.16,26.16,26.16,Credit card (Visa/MC-Keyed)
3/25/2025,100002864,4707,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/25/2025,100000686,4701,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/25/2025,100001405,4696,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/25/2025,100002494,4709,25 Practice Credits,---,,Golf - experience,,---,---,75,1,75,0,0,6.75,81.75,81.75,Credit card (Visa/MC-Keyed)
3/25/2025,100001277,4719,25 Practice Credits,---,,Golf - experience,,---,---,75,1,75,0,0,6.75,81.75,81.75,Credit card (Visa/MC-Keyed)
3/25/2025,100000187,4702,10 Lesson Pack (Kim On You),---,,Golf - experience,,---,---,180,1,180,0,0,16.2,196.2,196.2,Credit card (Visa/MC-Keyed)
3/25/2025,100000202,4712,20 Lesson Pack (Kim On You),---,,Golf - experience,,---,---,340.00,1,340.00,0,0,30.6,370.60,370.60,Credit card (Visa/MC-Keyed)
3/25/2025,100000544,4721,Coke Zero,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/25/2025,100001555,4708,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/25/2025,100001436,4715,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/25/2025,1,4711,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,10,0.2,0.018,0.218,0.218,Credit card (Visa/MC-Keyed)
3/25/2025,1,4718,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/25/2025,100000667,4705,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/25/2025,100002863,4704,Trial Lesson W/ Jiali Khee,---,,Online Store,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/25/2025,100002217,4706,5 Weeks Junior Program,---,,Golf - experience,,---,---,90,1,90,0,0,8.1,98.1,98.1,Misc. (Paynow/Bank Transfer)
3/26/2025,100002736,4732,20 Lesson Pack (Johnson Poh),---,,Golf - experience,,---,---,0,-1,0,0,0,0,0,0,
3/26/2025,100000684,4743,1 month storage,---,,Golf - experience,,---,---,6,1,6,0,0,0.54,6.54,6.54,Credit card (AMEX-Keyed)
3/26/2025,100002866,4726,1 Club Rental,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/26/2025,100002866,4726,30 Mins Practice Credit,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/26/2025,100002866,4726,1 Club Rental,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/26/2025,100002867,4728,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/26/2025,100002810,4737,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/26/2025,100001508,4740,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/26/2025,100000692,4725,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/26/2025,100000903,4742,Mineral Water ,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/26/2025,100000903,4742,Golfzon 18 Holes - 1 Pax,---,,Golf - experience,,---,---,20,1,20,0,0,1.8,21.8,21.8,Credit card (Visa/MC-Keyed)
3/26/2025,100002864,4738,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/26/2025,100002120,4733,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/26/2025,100000603,4730,20 Lesson Pack  (Joey Poh),---,,Golf - experience,,---,---,340.00,1,340.00,0,0,30.6,370.60,370.60,Credit card (Visa/MC-Keyed)
3/26/2025,100002868,4729,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/26/2025,100002868,4729,1 Club Rental,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/26/2025,100001149,4736,Golfzon 9 Holes - 2 Pax,---,,Golf - experience,,---,---,16,1,16,0,0,1.44,17.44,17.44,Credit card (Visa/MC-Keyed)
3/26/2025,100002200,4735,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/26/2025,100002855,4727,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/26/2025,100002869,4746,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/26/2025,100000544,4744,Coke Zero,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/26/2025,100002859,4723,Trial Lesson W/ Paul F,---,,Online Store,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/26/2025,1,4724,Coke Zero,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/26/2025,1,4734,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/26/2025,1,4739,Sparkling Water,---,,Golf - experience,,---,---,0.598,1,0.598,10,0.3,0.028,0.326,0.326,Credit card (Visa/MC-Keyed)
3/26/2025,1,4741,Nescafe,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/26/2025,100002524,4745,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/26/2025,100002736,4731,20 Lesson Pack (Jiali Khee.),---,Transferred from Johnson to Jiali as they want to finish the package before Mid April,Golf - experience,,---,---,370.60,1,370.60,20,370.60,0,0,0,Misc. (Comp/Guest)
3/27/2025,100002871,4753,Trial Lesson W/ Johnson Poh,---,,Online Store,,---,---,0,-1,0,0,0,0,0,0,
3/27/2025,1,4747,Sprite,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (AMEX-Keyed)
3/27/2025,100002842,4755,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/27/2025,100002873,4758,Trial Lesson W/ Paul F,---,,Golf - experience,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/27/2025,100001982,4762,50 Practice Credits,---,,Golf - experience,,---,---,140,1,140,0,0,12.6,152.6,152.6,Credit card (Visa/MC-Keyed)
3/27/2025,100002154,4763,Golfzon 9 Holes - 3 Pax,---,,Golf - experience,,---,---,24,1,24,0,0,2.16,26.16,26.16,Credit card (Visa/MC-Keyed)
3/27/2025,100002154,4756,Golfzon 9 Holes - 2 Pax,---,,Golf - experience,,---,---,16,1,16,0,0,1.44,17.44,17.44,Credit card (Visa/MC-Keyed)
3/27/2025,100002154,4757,Nescafe,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/27/2025,100002154,4757,Golfzon 9 Holes - 2 Pax,---,,Golf - experience,,---,---,16,1,16,0,0,1.44,17.44,17.44,Credit card (Visa/MC-Keyed)
3/27/2025,100002154,4757,Coke Zero,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/27/2025,100002154,4760,Golfzon 18 Holes - 3 Pax,---,,Golf - experience,,---,---,36,1,36,0,0,3.24,39.24,39.24,Credit card (Visa/MC-Keyed)
3/27/2025,100002823,4764,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/27/2025,100001326,4749,20 Lesson Pack (Paul Finch),---,,Golf - experience,,---,---,340.00,1,340.00,0,0,30.6,370.60,370.60,Credit card (Visa/MC-Keyed)
3/27/2025,100002868,4754,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/27/2025,100002872,4748,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/27/2025,100002872,4748,1 Club Rental,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/27/2025,100002871,4751,Trial Lesson W/ Johnson Poh,---,,Online Store,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/27/2025,100002871,4761,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/27/2025,1,4765,Sparkling Water,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/27/2025,100002710,4759,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/27/2025,100002871,4752,Trial Lesson w/ Jasper,---,Swap coaches from Johnson to Jasper as Johnson is away until 14 April,Golf - experience,,---,---,23.98,1,23.98,20,23.98,0,0,0,Misc. (Comp/Guest)
3/27/2025,100001005,4750,5 Weeks Junior Program,---,,Golf - experience,,---,---,90,1,90,0,0,8.1,98.1,98.1,Misc. (Paynow/Bank Transfer)
3/28/2025,100002753,4799,10 Lesson Pack (Joey Poh.),---,,Online Store,,---,---,0,-1,0,0,0,0,0,0,
3/28/2025,100002875,4769,Trial Lesson W/ Paul F,---,,Golf - experience,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (AMEX-Keyed)
3/28/2025,100002763,4788,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/28/2025,100000826,4787,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/28/2025,100000826,4787,1 Club Rental,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/28/2025,100002877,4773,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/28/2025,100002874,4766,1 Club Rental,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/28/2025,100002874,4766,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/28/2025,100002878,4797,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/28/2025,100001750,4784,Golfzon 18 Holes - 2 Pax,---,,Golf - experience,,---,---,24,1,24,0,0,2.16,26.16,26.16,Credit card (Visa/MC-Keyed)
3/28/2025,100002876,4772,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/28/2025,100002876,4772,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/28/2025,100002154,4774,Golfzon 18 Holes - 2 Pax,---,,Golf - experience,,---,---,24,1,24,0,0,2.16,26.16,26.16,Credit card (Visa/MC-Keyed)
3/28/2025,100002154,4794,Golfzon 9 Holes - 4 Pax,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/28/2025,100002154,4791,Golfzon 9 Holes - 2 Pax,---,,Golf - experience,,---,---,16,1,16,0,0,1.44,17.44,17.44,Credit card (Visa/MC-Keyed)
3/28/2025,100002154,4792,100+,---,,Golf - experience,,---,---,0.598,1,0.598,10,0.3,0.028,0.326,0.326,Credit card (Visa/MC-Keyed)
3/28/2025,100002864,4790,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/28/2025,100000223,4768,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/28/2025,100002125,4770,Golfzon 9 Holes - 2 Pax,---,,Golf - experience,,---,---,16,1,16,0,0,1.44,17.44,17.44,Credit card (Visa/MC-Keyed)
3/28/2025,100000356,4796,100 Practice Credits,---,,Golf - experience,,---,---,260.00,1,260.00,0,0,23.4,283.40,283.40,Credit card (Visa/MC-Keyed)
3/28/2025,100002843,4771,60 Mins Practise,10,,Golf - experience,,---,---,8,-1,-8,0,0,-0.72,-8.72,-8.72,Credit card (Visa/MC-Keyed)
3/28/2025,100002136,4795,25 Practice Credits,---,,Golf - experience,,---,---,75,1,75,0,0,6.75,81.75,81.75,Credit card (Visa/MC-Keyed)
3/28/2025,100001067,4793,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/28/2025,1,4775,Coke Zero,---,,Golf - experience,,---,---,0.6,2,1.2,0,0,0.108,1.308,1.308,Credit card (Visa/MC-Keyed)
3/28/2025,1,4780,Coke Zero,---,,Golf - experience,,---,---,0.598,1,0.598,10,0.3,0.028,0.326,0.326,Credit card (Visa/MC-Keyed)
3/28/2025,1,4785,Mineral Water,---,,Golf - experience,,---,---,0.4,2,0.8,0,0,0.072,0.872,0.872,Credit card (Visa/MC-Keyed)
3/28/2025,1,4786,Coke Zero,---,,Golf - experience,,---,---,0.6,2,1.2,0,0,0.108,1.308,1.308,Credit card (Visa/MC-Keyed)
3/28/2025,1,4789,Club set rental,---,,Golf - experience,,---,---,2,1,2,0,0,0.18,2.18,2.18,Credit card (Visa/MC-Keyed)
3/28/2025,100002753,4767,10 Lesson Pack (Joey Poh.),---,,Online Store,,---,---,180,1,180,0,0,16.2,196.2,196.2,Credit card (Visa/MC-Keyed)
3/28/2025,100002753,4800,10 Lesson Pack (Jiali Khee.),---,Transfer from Coach Joey,Golf - experience,,---,---,196.2,1,196.2,20,196.2,0,0,0,Misc. (Comp/Guest)
3/28/2025,100001728,4798,Trial Lesson W/ Jiali Khee,---,,Golf - experience,,---,---,22,1,22,0,0,1.98,23.98,23.98,Misc. (Paynow/Bank Transfer)
3/29/2025,100002875,4813,20 Lesson Pack (Paul Finch),---,,Golf - experience,,---,---,340.00,1,340.00,0,0,30.6,370.60,370.60,Credit card (AMEX-Keyed)
3/29/2025,100002875,4813,25 Practice Credits,---,,Golf - experience,,---,---,75,1,75,3,11.25,5.738,69.488,69.488,Credit card (AMEX-Keyed)
3/29/2025,100002881,4807,1 Club Rental,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (AMEX-Keyed)
3/29/2025,100002881,4807,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (AMEX-Keyed)
3/29/2025,100000361,4802,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/29/2025,100000206,4826,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/29/2025,100002887,4825,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/29/2025,100001006,4823,10 Lesson Pack  (Johnson Poh),---,,Golf - experience,,---,---,180,1,180,0,0,16.2,196.2,196.2,Credit card (Visa/MC-Keyed)
3/29/2025,100001006,4823,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,2,3.2,2.592,31.392,31.392,Credit card (Visa/MC-Keyed)
3/29/2025,100002651,4806,30 Mins 1:1 Lesson W/ Jiali Khee,---,,Golf - experience,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/29/2025,100002884,4820,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/29/2025,100002883,4811,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
